Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.51     0.00        4     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::__maxsize_helper<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_S_max_size<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> const>(std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> const&)
  0.00      3.51     0.00        4     0.00     0.00  std::allocator_traits<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::max_size(std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> const&)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned char*>, unsigned char*>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*)
  0.00      3.51     0.00        4     0.00     0.00  void std::vector<unsigned char, std::allocator<unsigned char> >::_M_emplace_back_aux<unsigned char>(unsigned char&&)
  0.00      3.51     0.00        4     0.00     0.00  std::_Miter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> >::iterator_type std::__miter_base<std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> >(std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__copy_move_a<true, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__copy_move_a2<true, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::uninitialized_copy<std::move_iterator<unsigned char*>, unsigned char*>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__uninitialized_copy_a<std::move_iterator<unsigned char*>, unsigned char*, unsigned char>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*, std::allocator<unsigned char>&)
  0.00      3.51     0.00        4     0.00     0.00  std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> std::__make_move_if_noexcept_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::move_iterator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**> >(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::__uninitialized_move_if_noexcept_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&)
  0.00      3.51     0.00        4     0.00     0.00  unsigned char* std::copy<std::move_iterator<unsigned char*>, unsigned char*>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*)
  0.00      3.51     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      3.51     0.00        3     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        3     0.00     0.00  std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_deallocate(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, unsigned long)
  0.00      3.51     0.00        3     0.00     0.00  void std::_Destroy<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        3     0.00     0.00  void std::_Destroy<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>&)
  0.00      3.51     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::deallocate(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, unsigned long)
  0.00      3.51     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::allocate(unsigned long, void const*)
  0.00      3.51     0.00        2     0.00     0.00  _ZN9__gnu_cxx13new_allocatorIPSt6vectorIS1_IhSaIhEESaIS3_EEE9constructIS6_IS6_EEEvPT_DpOT0_
  0.00      3.51     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::new_allocator()
  0.00      3.51     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::~new_allocator()
  0.00      3.51     0.00        2     0.00     0.00  std::move_iterator<PossibleCombinations*>::base() const
  0.00      3.51     0.00        2     0.00     0.00  std::vector<PossibleCombinations, std::allocator<PossibleCombinations> >::max_size() const
  0.00      3.51     0.00        2     0.00     0.00  std::vector<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_check_len(unsigned long, char const*) const
  0.00      3.51     0.00        2     0.00     0.00  std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::allocator()
  0.00      3.51     0.00        2     0.00     0.00  std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::~allocator()
  0.00      3.51     0.00        2     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >* const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**)
  0.00      3.51     0.00        2     0.00     0.00  std::_Vector_base<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_M_allocate(unsigned long)
  0.00      3.51     0.00        2     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_impl::_Vector_impl()
  0.00      3.51     0.00        2     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_impl::~_Vector_impl()
  0.00      3.51     0.00        2     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_Vector_base()
  0.00      3.51     0.00        2     0.00     0.00  std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::~_Vector_base()
  0.00      3.51     0.00        2     0.00     0.00  std::move_iterator<PossibleCombinations*>::move_iterator(PossibleCombinations*)
  0.00      3.51     0.00        2     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<PossibleCombinations> >::__maxsize_helper<std::allocator<PossibleCombinations> const>::value, unsigned long>::type std::allocator_traits<std::allocator<PossibleCombinations> >::_S_max_size<std::allocator<PossibleCombinations> const>(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<PossibleCombinations> >::max_size(std::allocator<PossibleCombinations> const&)
  0.00      3.51     0.00        2     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::__construct_helper<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>::value, void>::type std::allocator_traits<std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*> >::_S_construct<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>(std::allocator<std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*>&, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >**, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >*&&)
